Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
PDAST4W200,Hieracium laevigatum,smooth hawkweed,,SNA (2007),Exotic,G5? (2002),,,,,,
PDAST4W210,Hieracium maculatum,mottled hawkweed,,SNA (2000),Exotic,GNR,,,,,,
PDAST4W0Z0,Hieracium murorum,wall hawkweed,,SNA (2019),Exotic,GNR,,,,,,
PDAST4W1B0,Hieracium sabaudum,European king devil,,SNA (2019),Exotic,GNR,,,,,,
IIHEMBS010,Himacerus major,,,SNA,Exotic,GNR,,,,,,
IILEG21010,Hofmannophila pseudospretella,,,SNA (2017),Exotic,GNR,,,,,,
PMPOA37010,Holcus lanatus,common velvet-grass,,SNA (2019),Exotic,GNR,,,,,,
PMPOA37020,Holcus mollis,creeping softgrass,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0C011,Holosteum umbellatum ssp. umbellatum,umbellate chickweed,,SNA (2019),Exotic,GNRTNR,,,,,,
ICMAL37010,Homarus americanus,American Lobster,,SNA (2019),Exotic,G5 (2017),,,,,,
PMPOA38091,Hordeum marinum ssp. gussoneanum,Mediterranean barley,,SNA (2019),Exotic,GNRTNR,,,,,,
PMPOA380A1,Hordeum murinum ssp. glaucum,seagreen barley,,SNA (2000),Exotic,GNRTNR,,,,,,
PMPOA380A2,Hordeum murinum ssp. leporinum,charming barley,,SNA (2000),Exotic,GNRTNR (1994),,,,,,
PMPOA380A3,Hordeum murinum ssp. murinum,wall barley,,SNA (2000),Exotic,GNRTNR,,,,,,
PMPOA380C0,Hordeum vulgare,common barley,,SNA (2019),Exotic,GNR,,,,,,
PDCNB0B022,Humulus lupulus var. lupulus,common hop,,SNA,Exotic,G5TNR,,,,,,
PMLIL2K020,Hyacinthoides hispanica,Spanish bluebells,,SNA (2019),Exotic,GNR,,,,,,
PMLIL2K010,Hyacinthoides non-scripta,English-bluebell,,SNA (2019),Exotic,GNR,,,,,,
PMLIL2K030,Hyacinthoides x massartiana,hybrid bluebells,,SNA (2012),Exotic,GNA (2016),,,,,,
IIHOM6X010,Hyadaphis foeniculi,,,SNA,Exotic,GNR,,,,,,
IIHOMG2010,Hyalopteroides humilis,,,SNA,Exotic,GNR,,,,,,
IIHOM6Z010,Hyalopterus pruni,,,SNA,Exotic,GNR,,,,,,
NFAGA2N010,Hydnangium carneum,,,SNA (2021),Exotic,GNR,,,,,,
PDAPI16070,Hydrocotyle ranunculoides,floating water pennywort,,SNA (2021),Exotic,G5 (1990),,,,,,
IIHYM95160,Hylaeus leptocephalus,,,SNA (2016),Exotic,GNR,,,,,,
IICOLZV070,Hylastes opacus,A Bark Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLQD5U0,Hylastinus obscurus,Clover Root Borer,,SNA (2017),Exotic,GNR,,,,,,
IICOLQD5V0,Hylobius transversovittatus,A Snout Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDSOL0C020,Hyoscyamus niger,black henbane,,SNA (2019),Exotic,GNR,,,,,,
IICOLQD1Z0,Hypera nigrirostris,Lesser Clover Weevil,,SNA (2017),Exotic,GNR,,,,,,
PDCLU03220,Hypericum androsaemum,tutsan,,SNA (2019),Exotic,GNR,,,,,,
PDCLU031R0,Hypericum boreale,northern bog St. John's-wort,,SNA (2019),Exotic,G5 (2016),,,,,,
PDCLU03060,Hypericum calycinum,Aaron's beard,,SNA (2019),Exotic,GNR (1994),,,,,,
PDCLU03070,Hypericum canadense,Canadian St. John's wort,,SNA (2019),Exotic,G5 (2016),,,,,,
PDCLU030M0,Hypericum ellipticum,pale Saint John's wort,,SNA (2019),Exotic,G5 (2016),,,,,,
PDCLU03231,Hypericum maculatum ssp. obtusiusculum,spotted St. John's-wort,,SNA (2019),Exotic,GNRTNR,,,,,,
PDCLU031A0,Hypericum perforatum ssp. perforatum,common St. John's-wort,,SNA (2019),Exotic,GNR,,,,,,
IIHOM7A020,Hyperomyzus lactucae,,,SNA,Exotic,GNR,,,,,,
IIHOM7A060,Hyperomyzus pallidus,,,SNA,Exotic,GNR,,,,,,
PDAST54020,Hypochaeris glabra,smooth cat's-ear,,SNA (2019),Exotic,GNR,,,,,,
PDAST54040,Hypochaeris radicata,hairy cat's-ear,,SNA (2019),Exotic,GNR,,,,,,
IIHYM32030,Hypoponera punctatissima,,,SNA (2016),Exotic,GNR,,,,,,
IILER6X010,Hypsopygia costalis,,,SNA (2017),Exotic,G5 (2003),,,,,,
PDBRA1F020,Iberis umbellata,candytuft,,SNA (2019),Exotic,GNR,,,,,,
AFCKA06040,Ictalurus natalis,Yellow Bullhead,,SNA (2019),Exotic,G5 (2011),,,,,,
IIHOM0H060,Idiocerus cognatus,,,SNA,Exotic,GNR,,,,,,
NFPHA09010,Ileodictyon cibarium,,,SNA (2021),Exotic,GNR,,,,,,
PDAQU01040,Ilex aquifolium,English holly,,SNA (2019),Exotic,G5 (1994),,,,,,
PDBAL01040,Impatiens capensis,spotted touch-me-not,,SNA (2019),Exotic,G5 (2016),,,,,,
PDBAL01060,Impatiens glandulifera,policeman's helmet,,SNA (2019),Exotic,GNR,,,,,,
PDBAL010A0,Impatiens parviflora,small touch-me-not,,SNA (2019),Exotic,GNR,,,,,,
PDAST55020,Inula helenium,elecampane,,SNA (2019),Exotic,GNR,,,,,,
PMIRI092H0,Iris missouriensis,western blue iris,,SNA (2019),Exotic,GNR,T,1-SC,,,,
PMIRI090T0,Iris pseudacorus,yellow iris,,SNA (2019),Exotic,GNR,,,,,,
PMIRI090Y0,Iris sibirica,Siberian iris,,SNA (2019),Exotic,GNR,,,,,,
PMIRI092F0,Iris x germanica,German iris,,SNA,Exotic,GNR,,,,,,
PDBRA1K010,Isatis tinctoria,dyer's woad,,SNA (2019),Exotic,GNR,,,,,,
PMCYP0Q1E0,Isolepis setacea,bristle clubrush,,SNA (2019),Exotic,GNR,,,,,,
PDASTER010,Isotoma fluviatilis,blue-star creeper,,SNA (2019),Exotic,GNR,,,,,,
IIHOMG4010,Jacksonia papillata,,,SNA,Exotic,GNR,,,,,,
PDAST8H1U0,Jacobaea vulgaris,tansy ragwort,,SNA (2019),Exotic,GNR,,,,,,
IIHOM2G010,Japananus hyalinus,,,SNA,Exotic,GNR,,,,,,
PDJUG02010,Juglans ailantifolia,Japanese walnut,,SNA (2019),Exotic,GNR (1994),,,,,,
PDJUG020A0,Juglans regia,English walnut,,SNA (2019),Exotic,GNR,,,,,,
PMJUN012S5,Juncus anthelatus,giant path rush,,SNA (2019),Exotic,GNR,,,,,,
PMJUN013F0,Juncus bulbosus,bulbous rush,,SNA (2019),Exotic,G5? (2016),,,,,,
PMJUN010L0,Juncus canadensis,Canadian rush,,SNA (2019),Exotic,G5 (2016),,,,,,
PMJUN010R0,Juncus compressus,compressed rush,,SNA (2019),Exotic,G5 (2012),,,,,,
PMJUN0111D,Juncus conglomeratus,compact rush,,SNA (2019),Exotic,G5T5? (2002),,,,,,
PMJUN0111F,Juncus effusus ssp. effusus,European rush,,SNA (2006),Exotic,G5T5? (2002),,,,,,
PMJUN0111B,Juncus effusus ssp. solutus,soft rush,,SNA (2007),Exotic,G5T5 (2016),,,,,,
PMJUN01181,Juncus gerardii var. gerardii,Gerard's rush,,SNA (2019),Exotic,G5T5 (2001),,,,,,
PMJUN011S0,Juncus marginatus,grass-leaf rush,,SNA (2019),Exotic,G5 (2016),,,,,,
PMJUN01270,Juncus pelocarpus,brown-fruit rush,,SNA (2019),Exotic,G5 (2016),,,,,,
PMJUN0111J,Juncus pylaei,soft rush,,SNA (2007),Exotic,G5T5? (2000),,,,,,
PMJUN012M0,Juncus squarrosus,mosquito rush,,SNA (2019),Exotic,GNR,,,,,,
PDSCR0U010,Kickxia elatine,sharp-leaved fluellen,,SNA (2019),Exotic,GNR,,,,,,
PDDIP03010,Knautia arvensis,field scabious,,SNA (2019),Exotic,GNR,,,,,,
PDPGN0L1Z1,Koenigia polystachya,Himalayan knotweed,,SNA (2008),Exotic,GNRTNR,,,,,,
PDAST5D070,Krigia virginica,Virginia dwarf dandelion,,SNA (2019),Exotic,G5 (1984),,,,,,
IIHOM2H030,Kyboasca bipunctata,,,SNA,Exotic,GNR,,,,,,
PDFAB50010,Laburnum anagyroides,laburnum,,SNA (2019),Exotic,GNR,,,,,,
PDAST5F020,Lactuca canadensis,Canadian wild lettuce,,SNA (2019),Exotic,G5 (2016),,,,,,
PDAST5F060,Lactuca ludoviciana,western lettuce,,SNA (2019),Exotic,G4G5 (1997),,,,,,
PDAST5F090,Lactuca serriola,prickly lettuce,,SNA (2019),Exotic,GNR,,,,,,
IICOLFG010,Laemostenus complanatus,A Ground Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLFG020,Laemostenus terricola,A Ground Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDLAM0R020,Lamium amplexicaule,common dead-nettle,,SNA (2019),Exotic,GNR,,,,,,
PDLAM0Q010,Lamium galeobdolon,yellow archangel,,SNA (2019),Exotic,GNR,,,,,,
PDLAM0R061,Lamium purpureum var. incisum,cut-leaved purple dead-nettle,,SNA (2000),Exotic,GNRTNR,,,,,,
PDLAM0R062,Lamium purpureum var. purpureum,purple dead-nettle,,SNA (2000),Exotic,GNRTNR,,,,,,
IILEE02006,Lampronia corticella,,,SNA (2017),Exotic,GNR,,,,,,
ITUNIA9020,Lamyctes emarginatus,,,SNA (2020),Exotic,GNR,,,,,,
PDBOR0K050,Lappula squarrosa,bristly stickseed,,SNA (2019),Exotic,GNR (1993),,,,,,
PDAST5K020,Lapsana communis,nipplewort,,SNA (2019),Exotic,GNR,,,,,,
IICOLSQ050,Laricobius erichsonii,A Tooth-necked Fungus Beetle,,SNA (2017),Exotic,GNR,,,,,,
ILARAW6010,Larinioides sclopetarius,Bridge Orbweaver,,SNA,Exotic,GNR,,,,,,
IICOLQD930,Larinus minutus,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLQD940,Larinus obtusus,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLQD950,Larinus planus,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
IIHYM76710,Lasioglossum zonulum,,,SNA (2016),Exotic,GNR,,,,,,
IILEYBD020,Lateroligia ophiogramma,,,SNA (2017),Exotic,GNR,,,,,,
IICOL6H210,Lathrobium fulvipenne,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDFAB250G0,Lathyrus latifolius,broad-leaved peavine,,SNA (2019),Exotic,GNR,,,,,,
PDFAB250U0,Lathyrus pratensis,meadow peavine,,SNA (2019),Exotic,GNR,,,,,,
PDFAB250Y0,Lathyrus sphaericus,grass peavine,,SNA (2019),Exotic,GNR,,,,,,
PDFAB25110,Lathyrus sylvestris,narrow-leaved everlasting peavine,,SNA (2019),Exotic,GNR,,,,,,
ILARAM5040,Lathys humilis,Palaearctic Backspined Meshweaver,,SNA,Exotic,GNR,,,,,,
IICOLQT310,Latridius hirtus,A Minute Brown Scavenger Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLQT320,Latridius minutus,A Minute Brown Scavenger Beetle,,SNA (2017),Exotic,GNR,,,,,,
IMGAS17060,Lauria cylindracea,Chrysalis Snail,,SNA (2015),Exotic,G5 (2004),,,,,,
NLLEC92470,Lecanora conizaeoides,,,SNA (2020),Exotic,GNR,,,,,,
IMGAS88050,Lehmannia valentiana,Threeband Gardenslug,,SNA (2015),Exotic,G5 (2009),,,,,,
PDAST5P042,Leontodon saxatilis ssp. saxatilis,hairy hawkbit,,SNA (2019),Exotic,GNRTNR,,,,,,
PDLAM0U010,Leonurus cardiaca,common motherwort,,SNA (2019),Exotic,GNR,,,,,,
IIHEMAM010,Lepidargyrus ancorifer,,,SNA,Exotic,GNR,,,,,,
PDBRA0L030,Lepidium appelianum,globe-pod hoarycress,,SNA (2019),Exotic,GNR,,,,,,
PDBRA1M070,Lepidium campestre,field pepper-grass,,SNA (2019),Exotic,GNR,,,,,,
PDBRA0L021,Lepidium chalepense,Chalapa hoarycress,,SNA (2019),Exotic,GNRTNR,,,,,,
PDBRA0U010,Lepidium didymum,lesser swinecress,,SNA (2019),Exotic,GNR,,,,,,
PDBRA0L020,Lepidium draba,heart-podded hoarycress,,SNA (2019),Exotic,GNR,,,,,,
PDBRA1M0E0,Lepidium heterophyllum,Smith's pepper-grass,,SNA (2019),Exotic,GNR (1993),,,,,,
PDBRA1M0J0,Lepidium latifolium,broad-leaved pepper-grass,,SNA (2019),Exotic,GNR,,,,,,
PDBRA1M0R0,Lepidium perfoliatum,clasping-leaved pepper-grass,,SNA (2019),Exotic,GNR,,,,,,
PDBRA1M0U0,Lepidium ramosissimum,branched pepper-grass,,SNA (2019),Exotic,G5 (2002),,,,,,
PDBRA1M0V0,Lepidium ruderale,roadside pepperweed,,SNA (2019),Exotic,GNR,,,,,,
PDBRA1M0W0,Lepidium sativum,garden cress,,SNA (2019),Exotic,GNR,,,,,,
AFCQB11030,Lepomis gibbosus,Pumpkinseed,,SNA (2019),Exotic,G5 (2016),,,,,,
AFCQB11060,Lepomis macrochirus,Bluegill,,SNA (2019),Exotic,G5 (2015),,,,,,
IICOLRZ2U0,Leptacinus batychrus,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLRZ2V0,Leptacinus intermedius,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
ILARA86120,Lepthyphantes leprosus,Household Fine Sheetweaver,,SNA,Exotic,GNR,,,,,,
IITRIC2010,Leptocerus americanus,A Caddisfly,,SNA (2016),Exotic,G5 (2005),,,,,,
IISIP32010,Leptopsylla segnis,European Mouse Flea,,SNA (2020),Exotic,GNR,,,,,,
IIHEM1B020,Leptopterna dolabrata,,,SNA,Exotic,GNR,,,,,,
NFAGA2Y040,Leratiomyces ceres,,,SNA (2021),Exotic,GNR,,,,,,
NFAGA2Y050,Leratiomyces percevalii,,,SNA (2021),Exotic,GNR,,,,,,
ILARA1S010,Lessertia dentichelis,Toothy Lessertia,,SNA,Exotic,GNR,,,,,,
PDAST5V030,Leucanthemum maximum,Shasta daisy,,SNA (2012),Exotic,GNR,,,,,,
PDAST5V040,Leucanthemum vulgare,oxeye daisy,,SNA (2019),Exotic,GNR,,,,,,
NFAGA18010,Leucocoprinus birnbaumii,,,SNA (2021),Exotic,GNR,,,,,,
NFAGA18030,Leucocoprinus cepistipes,,,SNA (2021),Exotic,GNR,,,,,,
IILEY3Y010,Leucoma salicis,,,SNA (2017),Exotic,GNR,,,,,,
IILEF26030,Leucoptera laburnella,,,SNA (2017),Exotic,GNR,,,,,,
IILEF26060,Leucoptera spartifoliella,,,SNA (2019),Exotic,GNR,,,,,,
PDOLE07080,Ligustrum vulgare,common privet,,SNA (2019),Exotic,GNR,,,,,,
IMGAS88010,Limax flavus,Yellow Gardenslug,,SNA (2008),Exotic,G5 (2009),,,,,,
IMGAS88030,Limax maximus,Giant Gardenslug,,SNA (2015),Exotic,G5 (2009),,,,,,
PDSCR110F1,Linaria dalmatica ssp. dalmatica,Dalmatian toadflax,,SNA (2019),Exotic,G5T5? (2001),,,,,,
PDSCR11080,Linaria purpurea,purple toadflax,,SNA (2019),Exotic,GNR,,,,,,
PDSCR110E0,Linaria vulgaris,butter-and-eggs,,SNA (2019),Exotic,GNR,,,,,,
IIHYM34010,Linepithema humile,Argentine Ant,,SNA (2016),Exotic,GNR,,,,,,
PDLIN02060,Linum bienne,pale flax,,SNA (2019),Exotic,GNR,,,,,,
PDLIN02080,Linum catharticum,fairy flax,,SNA (2019),Exotic,G5 (1984),,,,,,
PDLIN020M0,Linum perenne,perennial flax,,SNA (2019),Exotic,GNR,,,,,,
PDLIN020X0,Linum usitatissimum,common flax,,SNA (2019),Exotic,GNR,,,,,,
ILARA1U020,Linyphia triangularis,,,SNA (2016),Exotic,GNR,,,,,,
IIHOMG7010,Liosomaphis berberidis,,,SNA,Exotic,GNR,,,,,,
PDCHE09191,Lipandra polysperma var. acutifolia,European goosefoot,,SNA,Exotic,GNRTNR,,,,,,
IIHOM7H010,Lipaphis pseudobrassicae,,,SNA,Exotic,GNR,,,,,,
AAABH01070,Lithobates catesbeianus,American Bullfrog,,SNA (2016),Exotic,G5 (2017),,,,,,
AAABH01090,Lithobates clamitans,Green Frog,,SNA (2016),Exotic,G5 (2016),,,,,,
IICOLAZ030,Lithocharis ochracea,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDBOR0L0C0,Lithospermum officinale,European stoneseed,,SNA (2019),Exotic,GNR,,,,,,
PDCAM0E0V0,Lobelia inflata,inflated tobacco,,SNA (2019),Exotic,G5 (2016),,,,,,
IILEM05030,Lobesiodes euphorbiana,,,SNA (2017),Exotic,GNR,,,,,,
IICOLBQ170,Lobrathium multipunctum,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDBRA1P010,Lobularia maritima,sweet alyssum,,SNA (2019),Exotic,GNR,,,,,,
PDASTEG010,Logfia arvensis,field filago,,SNA (2019),Exotic,GNR,,,,,,
PDASTEG030,Logfia minima,filago,,SNA (2019),Exotic,GNR,,,,,,
PMPOA3U021,Lolium multiflorum,Italian ryegrass,,SNA (2019),Exotic,GNRTNR,,,,,,
PMPOA3U020,Lolium perenne,perennial ryegrass,,SNA (2019),Exotic,GNR,,,,,,
IIHOMG8010,Longicaudus trirhodus,,,SNA,Exotic,GNR,,,,,,
IICOLD4160,Longitarsus jacobaeae,A Leaf Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLD4170,Longitarsus quadriguttatus,A Leaf Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDCPR030K0,Lonicera morrowii,Morrow's honeysuckle,,SNA (2019),Exotic,GNR,,,,,,
PDCPR030M0,Lonicera periclymenum,European honeysuckle,,SNA (2019),Exotic,GNR,,,,,,
PDCPR030S0,Lonicera tatarica,Tatarian honeysuckle,,SNA (2019),Exotic,GNR (2006),,,,,,
PDCPR030V0,Lonicera xylosteum,dwarf honeysuckle,,SNA (2019),Exotic,GNR,,,,,,
IIHEMAN010,Lopus decolor,,,SNA,Exotic,GNR,,,,,,
IIHEMY4010,Loricula bipunctata,,,SNA,Exotic,GNR,,,,,,
PDFAB2A080,Lotus corniculatus,bird's-foot trefoil,,SNA (2019),Exotic,GNR,,,,,,
PDFAB2A0N0,Lotus krylovii,Krylov's trefoil,,SNA (2019),Exotic,GNR (1991),,,,,,
PDFAB2A1B0,Lotus tenuis,narrow-leaved birds-foot trefoil,,SNA (2019),Exotic,GNR,,,,,,
PDFAB2A0Z0,Lotus uliginosus,stalked birds-foot trefoil,,SNA (2019),Exotic,GNR (1994),,,,,,
IAOLI38030,Lumbricus castaneus,,,SNA (2019),Exotic,GNR,,,,,,
IAOLI38040,Lumbricus festivus,,,SNA (2019),Exotic,GNR,,,,,,
IAOLI38010,Lumbricus rubellus,,,SNA (2019),Exotic,GNR,,,,,,
IAOLI38020,Lumbricus terrestris,,,SNA (2019),Exotic,GNR,,,,,,
PDBRA1Q010,Lunaria annua,honesty,,SNA (2019),Exotic,GNR,,,,,,
NBHEP1Z010,Lunularia cruciata,,,SNA,Exotic,G5 (1994),,,,,,
PDFAB2B0E0,Lupinus arboreus,tree lupine,,SNA (2019),Exotic,G3G4 (2006),,,,,,
PDFAB2B2C5,Lupinus leucophyllus var. leucophyllus,velvet lupine,,SNA (2019),Exotic,G5TNR,,,,,,
PMJUN02054,Luzula campestris ssp. campestris,field wood-rush,,SNA (2019),Exotic,G5T5 (1998),,,,,,
PMJUN02091,Luzula multiflora ssp. multiflora,many-flowered wood-rush,,SNA (2015),Exotic,G5TNR,,,,,,
PDSOL0G020,Lycium barbarum,matrimony vine,,SNA (2019),Exotic,GNR,,,,,,
PDSOL0G070,Lycium chinense,Chinese matrimony vine,,SNA (2019),Exotic,GNR,,,,,,
PDLAM0X060,Lycopus europaeus,European horehound,,SNA (2019),Exotic,GNR,,,,,,
IICOLPN200,Lyctus brunneus,A Horned Powder-post Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLPN070,Lyctus linearis,Cosmopolitan Powderpost Beetle,,SNA (2017),Exotic,GNR,,,,,,
IILEY3X010,Lymantria dispar,Spongy Moth,,SNA (2017),Exotic,G5 (1997),,,,,,
PDPRI01010,Lysimachia arvensis,scarlet pimpernel,,SNA (2019),Exotic,GNR,,,,,,
PDPRI070J0,Lysimachia nummularia,creeping loosestrife,,SNA (2019),Exotic,GNR,,,,,,
PDPRI070L0,Lysimachia punctata,spotted loosestrife,,SNA (2019),Exotic,GNR,,,,,,
PDPRI070R0,Lysimachia terrestris,bog loosestrife,,SNA (2019),Exotic,G5 (2015),,,,,,
PDPRI070U0,Lysimachia vulgaris,yellow loosestrife,,SNA (2019),Exotic,GNR,,,,,,
NFPHA04020,Lysurus borealis,,,SNA (2021),Exotic,GNR,,,,,,
NFFUN25010,Lysurus cruciatus,,,SNA (2021),Exotic,GNR,,,,,,
NFPHA04030,Lysurus gardneri,,,SNA (2021),Exotic,GNR,,,,,,
NFPHA04010,Lysurus periphragmoides,,,SNA (2021),Exotic,GNR,,,,,,
PDLYT09060,Lythrum hyssopifolia,Hyssop loosestrife,,SNA (2019),Exotic,G5 (1984),,,,,,
PDLYT090A0,Lythrum portula,European water-purslane,,SNA (2019),Exotic,GNR (1994),,,,,,
PDLYT090B0,Lythrum salicaria,purple loosestrife,,SNA (2019),Exotic,G5 (1994),,,,,,
NFAGA3D010,Macrocystidia cucumis,,,SNA (2021),Exotic,GNR,,,,,,
IIHOM2K110,Macropsis fuscula,,,SNA,Exotic,GNR,,,,,,
IIHOM2K120,Macropsis graminea,,,SNA,Exotic,GNR,,,,,,
IIHOM7L010,Macrosiphoniella absinthii,,,SNA,Exotic,GNR,,,,,,
IIHOM7L090,Macrosiphoniella artemisiae,,,SNA,Exotic,GNR,,,,,,
IIHOM7L100,Macrosiphoniella leucanthemi,,,SNA,Exotic,GNR,,,,,,
IIHOM7L110,Macrosiphoniella millefolii,,,SNA,Exotic,GNR,,,,,,
IIHOM7L060,Macrosiphoniella tanacetaria,,,SNA,Exotic,GNR,,,,,,
IIHOM7M140,Macrosiphum rosae,,,SNA,Exotic,GNR,,,,,,
IIHOM7M470,Macrosiphum stellariae,,,SNA,Exotic,GNR,,,,,,
PDAST650G0,Madia sativa,Chilean tarweed,,SNA (2019),Exotic,G5 (1995),,,,,,
IICOLRA050,Malachius aeneus,Scarlet Malachite Beetle,,SNA (2017),Exotic,GNR,,,,,,
IIHEMAQ010,Malacocoris chlorizans,,,SNA,Exotic,GNR,,,,,,
PDROS130M0,Malus hupehensis,tea crabapple,,SNA (2019),Exotic,GNR,,,,,,
PDROS13080,Malus prunifolia,plumleaf crabapple,,SNA (2019),Exotic,GNR,,,,,,
PDROS130J0,Malus pumila,cultivated apple,,SNA (2019),Exotic,G5 (2016),,,,,,
PDROS130K0,Malus x dawsoniana,Dawson crabapple,,SNA,Exotic,GNA (2018),,,,,,
PDMAL0R010,Malva alcea,hollyhock,,SNA,Exotic,GNR,,,,,,
PDMAL0R030,Malva moschata,musk mallow,,SNA (2019),Exotic,GNR,,,,,,
PDMAL0R040,Malva neglecta,dwarf mallow,,SNA (2019),Exotic,GNR,,,,,,
PDMAL0R060,Malva parviflora,small-flowered mallow,,SNA (2019),Exotic,GNR,,,,,,
PDMAL0R070,Malva pusilla,small mallow,,SNA (2019),Exotic,GNR,,,,,,
PDMAL0R080,Malva sylvestris,common mallow,,SNA (2019),Exotic,GNR,,,,,,
IICOLL9130,Margarinotus merdarius,A Hister Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLL9160,Margarinotus obscurus,A Clown Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLL9180,Margarinotus purpurascens,A Clown Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDLAM0Z010,Marrubium vulgare,common horehound,,SNA (2019),Exotic,GNR,,,,,,
PDAST69090,Matricaria chamomilla,wild chamomile,,SNA (2019),Exotic,GNR,,,,,,
PDAST69080,Matricaria discoidea,pineapple weed,,SNA (2021),Exotic,G5 (2012),,,,,,
PDBRA1U020,Matthiola incana,hoary stock,,SNA,Exotic,GNR,,,,,,
IICOLQD9R0,Mecinus janthinus,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLQD9S0,Mecinus pascuorum,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLQD9T0,Mecinus pyraster,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
IIORTJ6010,Meconema thalassinum,Drumming Katydid,,SNA (2015),Exotic,GNR,,,,,,
PDPAP0R010,Meconopsis cambrica,Welsh poppy,,SNA (2019),Exotic,GNR,,,,,,
PDFAB2G010,Medicago arabica,spotted medic,,SNA (2019),Exotic,GNR,,,,,,
PDFAB2G050,Medicago lupulina,black medic,,SNA (2019),Exotic,GNR,,,,,,
PDFAB2G080,Medicago polymorpha,bur-clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB2G0A1,Medicago sativa ssp. falcata,alfalfa,,SNA (2000),Exotic,GNRTNR,,,,,,
PDFAB2G0A2,Medicago sativa ssp. sativa,alfalfa,,SNA (2000),Exotic,GNRTNR,,,,,,
IIHYMA9390,Megachile apicalis,Apical Leaf-cutter Bee,,SNA (2016),Exotic,G4G5 (2019),,,,,,
IIHYMA9220,Megachile rotundata,Alfalfa Leaf-cutter Bee,,SNA (2016),Exotic,G5 (2019),,,,,,
ILARA86010,Megalepthyphantes nebulosus,Foggy Greater Sheetweaver,,SNA,Exotic,GNR,,,,,,
IIHEMAR010,Megaloceroea recticornis,,,SNA,Exotic,GNR,,,,,,
IIHEMCY010,Megalonotus sabulicola,,,SNA,Exotic,GNR,,,,,,
IICOLQN110,Megasternum concinnum,A Water Scavenger Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOL8R060,Megatoma pubescens,A Carpet Beetle,,SNA (2017),Exotic,GNR,,,,,,
NFAGA3H090,Melanoleuca verrucipes,,,SNA (2021),Exotic,GNR,,,,,,
IIHEMP1080,Melanotrichus concolor,,,SNA,Exotic,GNR,,,,,,
IIHEMP1040,Melanotrichus flavosparsus,,,SNA,Exotic,GNR,,,,,,
IIHEMP1120,Melanotrichus virescens,,,SNA,Exotic,GNR,,,,,,
ABNLC14010,Meleagris gallopavo,Wild Turkey,,SNA (2015),Exotic,G5 (2016),,,,,,
IICOLNV050,Meligethes atratus,A Sap Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDFAB2H010,Melilotus albus,white sweet-clover,,SNA (2019),Exotic,G5 (1996),,,,,,
PDFAB2H090,Melilotus officinalis,yellow sweet-clover,,SNA (2019),Exotic,GNR,,,,,,
IICOL12020,Melinopterus prodromus,A Scarab Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDLAM12010,Melissa officinalis,lemon balm,,SNA (2019),Exotic,GNR,,,,,,
PDLAM13010,Mentha aquatica,water mint,,SNA (2019),Exotic,GNR,,,,,,
PDLAM13020,Mentha arvensis,field mint,,SNA (2020),Exotic,G5 (2016),,,,,,
PDLAM13050,Mentha pulegium,pennyroyal,,SNA (2019),Exotic,GNR,,,,,,
PDLAM130K0,Mentha requienii,Corsican mint,,SNA (2019),Exotic,GNR,,,,,,
PDLAM13060,Mentha spicata,spearmint,,SNA (2019),Exotic,GNR,,,,,,
PDLAM13070,Mentha suaveolens,applemint,,SNA (2019),Exotic,GNR,,,,,,
PDLAM130D0,Mentha x gracilis,red mint,,SNA (2001),Exotic,GNA (2016),,,,,,
PDLAM13080,Mentha x piperita,peppermint,,SNA (2001),Exotic,GNA (2016),,,,,,
PDLAM130F0,Mentha x verticillata,whorled mint,,SNA (2007),Exotic,GNA (2016),,,,,,
