kingdom,phylum,subphylum,superclass,class,subclass,infraclass,subterclass,superorder,order,suborder,infraorder,parvorder,zoosection,zoosubsection,superfamily,epifamily,family,subfamily,supertribe,tribe,subtribe,genus,subgenus,section,subsection,complex,taxon_name,description,occurrence_status,establishment_means,adding_user_login,first_observation,last_observation,url,created_at,updated_at,taxon_common_name
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Asterales,,,,,,,,Asteraceae,Asteroideae,,Coreopsideae,,Bidens,,,,,Bidens amplissima,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520229,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Vancouver Island beggarticks
Animalia,Chordata,Vertebrata,,Mammalia,Theria,Placentalia,,Laurasiatheria,Artiodactyla,Ruminantia,,,,,,,Bovidae,Bovinae,,Bovini,,Bison,,,,,Bison bison,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520230,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,American Bison
Animalia,Chordata,Vertebrata,,Mammalia,Theria,Placentalia,,Laurasiatheria,Artiodactyla,Ruminantia,,,,,,,Bovidae,Bovinae,,Bovini,,Bison,,,,,Bison bison athabascae,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520231,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Wood Bison
Animalia,Chordata,Vertebrata,,Mammalia,Theria,Placentalia,,Laurasiatheria,Artiodactyla,Ruminantia,,,,,,,Bovidae,Bovinae,,Bovini,,Bison,,,,,Bison bison bison,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520232,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Plains Bison
Animalia,Arthropoda,Chelicerata,,Arachnida,,,,,Araneae,Araneomorphae,Entelegynae,,,,Dictynoidea,,Cybaeidae,,,,,Blabomma,,,,,Blabomma californicum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520233,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,
Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,,,Peltigerales,,,,,,,,Collemataceae,,,,,Blennothallia,,,,,Blennothallia crispa,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520234,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Crinkled Pulp Lichen
Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,,,Peltigerales,,,,,,,,Collemataceae,,,,,Blennothallia,,,,,Blennothallia fecunda,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520235,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,
Plantae,Marchantiophyta,,,Jungermanniopsida,,,,,Jungermanniales,,,,,,,,Blepharostomataceae,,,,,Blepharostoma,,,,,Blepharostoma arachnoideum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520236,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,
Plantae,Bryophyta,,,Bryopsida,,,,,Grimmiales,,,,,,,,Seligeriaceae,,,,,Blindiadelphus,,,,,Blindiadelphus campylopodus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520237,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,
Plantae,Bryophyta,,,Bryopsida,,,,,Grimmiales,,,,,,,,Seligeriaceae,,,,,Blindiadelphus,,,,,Blindiadelphus recurvatus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520238,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Recurved Bristle Moss
Plantae,Bryophyta,,,Bryopsida,,,,,Grimmiales,,,,,,,,Seligeriaceae,,,,,Blindiadelphus,,,,,Blindiadelphus subimmersus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520239,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Brassicales,,,,,,,,Brassicaceae,,,Boechereae,,Boechera,,,,,Boechera cascadensis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520240,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Littleleaf Rockcress
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Brassicales,,,,,,,,Brassicaceae,,,Boechereae,,Boechera,,,,,Boechera paupercula,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520241,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,small-flowered rockcress
Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,,,Poales,,,,,,,,Cyperaceae,Cyperoideae,,Fuireneae,,Bolboschoenus,,,,,Bolboschoenus fluviatilis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520242,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,river bulrush
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Lepidoptera,,,,,,Papilionoidea,,Nymphalidae,Heliconiinae,,Argynnini,,Boloria,,,,,Boloria alberta,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520243,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Alberta Fritillary
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Lepidoptera,,,,,,Papilionoidea,,Nymphalidae,Heliconiinae,,Argynnini,,Boloria,,,,,Boloria astarte distincta,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520244,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Astarte Fritillary
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Lepidoptera,,,,,,Papilionoidea,,Nymphalidae,Heliconiinae,,Argynnini,,Boloria,,,,,Boloria epithore sigridae,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520245,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Western Meadow Fritillary
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Lepidoptera,,,,,,Papilionoidea,,Nymphalidae,Heliconiinae,,Argynnini,,Boloria,,,,,Boloria natazhati,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520246,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Beringian Fritillary
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Bombini,,Bombus,Psithyrus,,,,Bombus bohemicus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520247,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Bohemian Cuckoo-Bumble bee
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Bombini,,Bombus,Psithyrus,,,,Bombus flavidus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520248,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Yellowish Cuckoo-Bumble bee
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Bombini,,Bombus,Cullumanobombus,,,,Bombus griseocollis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520249,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Brown-belted Bumble Bee
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Bombini,,Bombus,Cullumanobombus,,,,Bombus morrisoni,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520250,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Morrison's Bumble Bee
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Bombini,,Bombus,Bombus,,,,Bombus occidentalis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520251,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Western Bumble Bee
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Bombini,,Bombus,Bombus,,,,Bombus occidentalis mckayi,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520252,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,McKay's Western Bumble Bee
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Bombini,,Bombus,Bombus,,,,Bombus occidentalis occidentalis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520253,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Bombini,,Bombus,Psithyrus,,,,Bombus suckleyi,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520254,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Suckley's Cuckoo Bumble Bee
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Bombini,,Bombus,Bombus,,,,Bombus terricola,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520255,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Yellow-banded Bumble Bee
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Bombini,,Bombus,Pyrobombus,,,,Bombus vandykei,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520256,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Van Dyke's Bumble Bee
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Diptera,Brachycera,Orthorrhapha,,,,Asiloidea,,Bombyliidae,Bombyliinae,,Bombyliini,,Bombylius,,,,,Bombylius albicapillus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520257,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,White-headed Bee Fly
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Diptera,Brachycera,Orthorrhapha,,,,Asiloidea,,Bombyliidae,Bombyliinae,,Bombyliini,,Bombylius,,,,,Bombylius pygmaeus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520258,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Pygmy Bee Fly
Animalia,Chordata,Vertebrata,,Aves,,,,,Pelecaniformes,,,,,,,,Ardeidae,Botaurinae,,,,Botaurus,,,,,Botaurus lentiginosus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520259,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,American Bittern
Plantae,Tracheophyta,,,Polypodiopsida,Ophioglossidae,,,,Ophioglossales,,,,,,,,Ophioglossaceae,Botrychioideae,,,,Botrychium,,,,,Botrychium michiganense,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520260,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,Michigan moonwort
Plantae,Tracheophyta,,,Polypodiopsida,Ophioglossidae,,,,Ophioglossales,,,,,,,,Ophioglossaceae,Botrychioideae,,,,Botrychium,,,,,Botrychium montanum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520261,2022-01-13 19:36:38 UTC,2022-01-13 19:36:38 UTC,western goblin
Plantae,Tracheophyta,,,Polypodiopsida,Ophioglossidae,,,,Ophioglossales,,,,,,,,Ophioglossaceae,Botrychioideae,,,,Botrychium,,,,,Botrychium pallidum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520262,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,pale moonwort
Plantae,Tracheophyta,,,Polypodiopsida,Ophioglossidae,,,,Ophioglossales,,,,,,,,Ophioglossaceae,Botrychioideae,,,,Botrychium,,,,,Botrychium paradoxum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520263,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,peculiar moonwort
Plantae,Bryophyta,,,Bryopsida,,,,,Grimmiales,,,,,,,,Ptychomitriaceae,,,,,Brachydontium,,,,,Brachydontium olympicum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520264,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,Olympic Brachydontium Moss
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Lepidoptera,,,,,,Noctuoidea,,Noctuidae,Noctuinae,,Xylenini,Xylenina,Brachylomia,,,,,Brachylomia algens,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520265,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Lepidoptera,,,,,,Noctuoidea,,Noctuidae,Noctuinae,,Xylenini,Xylenina,Brachylomia,,,,,Brachylomia discinigra,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520266,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Lepidoptera,,,,,,Noctuoidea,,Noctuidae,Noctuinae,,Xylenini,Xylenina,Brachylomia,,,,,Brachylomia populi,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520267,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Lepidoptera,,,,,,Noctuoidea,,Noctuidae,Noctuinae,,Xylenini,Xylenina,Brachylomia,,,,,Brachylomia thula,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520268,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Melectini,,Brachymelecta,,,,,Brachymelecta californica,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520269,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,California Digger-cuckoo Bee
Animalia,Chordata,Vertebrata,,Aves,,,,,Charadriiformes,,,,,,,,Alcidae,,,,,Brachyramphus,,,,,Brachyramphus marmoratus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520270,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,Marbled Murrelet
Plantae,Bryophyta,,,Bryopsida,,,,,Hypnales,,,,,,,,Brachytheciaceae,,,,,Brachytheciastrum,,,,,Brachytheciastrum trachypodium,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520271,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Plantae,Bryophyta,,,Bryopsida,,,,,Hypnales,,,,,,,,Brachytheciaceae,,,,,Brachytheciastrum,,,,,Brachytheciastrum velutinum venustum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520272,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Plantae,Bryophyta,,,Bryopsida,,,,,Hypnales,,,,,,,,Brachytheciaceae,,,,,Brachythecium,,,,,Brachythecium cirrosum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520273,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Plantae,Bryophyta,,,Bryopsida,,,,,Hypnales,,,,,,,,Brachytheciaceae,,,,,Brachythecium,,,,,Brachythecium erythrorrhizon,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520274,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Plantae,Bryophyta,,,Bryopsida,,,,,Hypnales,,,,,,,,Brachytheciaceae,,,,,Brachythecium,,,,,Brachythecium erythrorrhizon erythrorrhizon,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520275,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Plantae,Bryophyta,,,Bryopsida,,,,,Hypnales,,,,,,,,Brachytheciaceae,,,,,Brachythecium,,,,,Brachythecium groenlandicum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520276,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Plantae,Bryophyta,,,Bryopsida,,,,,Hypnales,,,,,,,,Brachytheciaceae,,,,,Brachythecium,,,,,Brachythecium laetum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520277,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,Pleated Foxtail Moss
Animalia,Chordata,Vertebrata,,Aves,,,,,Anseriformes,,,,,,,,Anatidae,,,,,Branta,,,,,Branta bernicla,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520278,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,Brant
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Brassicales,,,,,,,,Brassicaceae,,,Euclidieae,,Braya,,,,,Braya humilis maccallae,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520279,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,McCalla's Braya
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Brassicales,,,,,,,,Brassicaceae,,,Euclidieae,,Braya,,,,,Braya humilis porsildii,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520280,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,Porsild's Braya
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Asterales,,,,,,,,Asteraceae,Asteroideae,,Eupatorieae,Alomiinae,Brickellia,,Brickellia,,,Brickellia grandiflora,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520281,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,tasselflower brickellia
Animalia,Arthropoda,Chelicerata,,Arachnida,,,,,Araneae,Araneomorphae,Entelegynae,,,,Dictynoidea,,Dictynidae,,,,,Brommella,,,,,Brommella monticola,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520282,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Plantae,Bryophyta,,,Bryopsida,,,,,Hypnales,,,,,,,,Pylaisiadelphaceae,,,,,Brotherella,,,,,Brotherella henonii,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520283,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Plantae,Bryophyta,,,Bryopsida,,,,,Hypnales,,,,,,,,Pylaisiadelphaceae,,,,,Brotherella,,,,,Brotherella roellii,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520284,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,Roell's Brotherella Moss
Plantae,Bryophyta,,,Bryopsida,,,,,Hypnales,,,,,,,,Brachytheciaceae,,,,,Bryhnia,,,,,Bryhnia hultenii,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520285,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Plantae,Bryophyta,,,Bryopsida,,,,,Encalyptales,,,,,,,,Encalyptaceae,,,,,Bryobrittonia,,,,,Bryobrittonia longipes,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520286,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,,,Lecanorales,,,,,,,,Parmeliaceae,Parmelioideae,,,,Bryocaulon,,,,,Bryocaulon pseudosatoanum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520287,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Plantae,Bryophyta,,,Bryopsida,,,,,Pottiales,,,,,,,,Pottiaceae,,,,,Bryoerythrophyllum,,,,,Bryoerythrophyllum columbianum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520288,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,Columbian Carpet Moss
Plantae,Bryophyta,,,Bryopsida,,,,,Pottiales,,,,,,,,Pottiaceae,,,,,Bryoerythrophyllum,,,,,Bryoerythrophyllum ferruginascens,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520289,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,Rufous Beard-moss
Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,,,Lecanorales,,,,,,,,Parmeliaceae,Parmelioideae,,,,Bryoria,,,,,Bryoria carlottae,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520290,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,,,Lecanorales,,,,,,,,Parmeliaceae,Parmelioideae,,,,Bryoria,,,,,Bryoria cervinula,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520291,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,,,Lecanorales,,,,,,,,Parmeliaceae,Parmelioideae,,,,Bryoria,,,,,Bryoria kockiana,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520292,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,,,Lecanorales,,,,,,,,Parmeliaceae,Parmelioideae,,,,Bryoria,,,,,Bryoria pseudofuscescens,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520293,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,Mountain Horsehair Lichen
Plantae,Bryophyta,,,Bryopsida,,,,,Bryales,,,,,,,,Bryaceae,,,,,Bryum,,,,,Bryum blindii,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520294,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,Blind's Bryum
Plantae,Bryophyta,,,Bryopsida,,,,,Bryales,,,,,,,,Bryaceae,,,,,Bryum,,,,,Bryum calobryoides,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520295,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,Beautiful Bryum
Plantae,Bryophyta,,,Bryopsida,,,,,Bryales,,,,,,,,Bryaceae,,,,,Bryum,,,,,Bryum canariense,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520296,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Plantae,Bryophyta,,,Bryopsida,,,,,Bryales,,,,,,,,Bryaceae,,,,,Bryum,,,,,Bryum erythroloma,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520297,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Plantae,Bryophyta,,,Bryopsida,,,,,Bryales,,,,,,,,Bryaceae,,,,,Bryum,,,,,Bryum gemmiparum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520298,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,Bud-tipped Bryum
Plantae,Bryophyta,,,Bryopsida,,,,,Bryales,,,,,,,,Bryaceae,,,,,Bryum,,,,,Bryum violaceum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520299,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Lepidoptera,,,,,,Papilionoidea,,Hesperiidae,Pyrginae,,Pyrgini,,Burnsius,,,,Burnsius communis,Burnsius communis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520300,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,Common and White Checkered-Skippers
Animalia,Chordata,Vertebrata,,Aves,,,,,Accipitriformes,,,,,,,,Accipitridae,,,,,Buteo,,,,,Buteo lagopus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520301,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,Rough-legged Hawk
Animalia,Chordata,Vertebrata,,Aves,,,,,Accipitriformes,,,,,,,,Accipitridae,,,,,Buteo,,,,,Buteo platypterus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520302,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,Broad-winged Hawk
Animalia,Chordata,Vertebrata,,Aves,,,,,Accipitriformes,,,,,,,,Accipitridae,,,,,Buteo,,,,,Buteo swainsoni,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520303,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,Swainson's Hawk
Animalia,Chordata,Vertebrata,,Aves,,,,,Pelecaniformes,,,,,,,,Ardeidae,Ardeinae,,,,Butorides,,,,,Butorides virescens,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520304,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,Green Heron
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Lepidoptera,,,,,,Geometroidea,,Geometridae,Ennominae,,Caberini,,Cabera,,,,,Cabera borealis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520305,2022-01-13 19:36:39 UTC,2022-01-13 19:36:39 UTC,Boreal Cream Moth
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Asterales,,,,,,,,Asteraceae,Asteroideae,,Senecioneae,Tussilagininae,Cacaliopsis,,,,,Cacaliopsis nardosmia,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520306,2022-01-13 19:36:40 UTC,2022-01-13 19:36:40 UTC,Silver-crown
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Lepidoptera,,,,,,Noctuoidea,,Erebidae,Erebinae,,Euclidiini,,Caenurgina,,,,,Caenurgina caerulea,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520307,2022-01-13 19:36:40 UTC,2022-01-13 19:36:40 UTC,Cerulean Looper Moth
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Adephaga,,,,,Caraboidea,,Carabidae,Platyninae,,Sphodrini,Calathina,Calathus,,,,,Calathus ruficollis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520308,2022-01-13 19:36:40 UTC,2022-01-13 19:36:40 UTC,
Animalia,Chordata,Vertebrata,,Aves,,,,,Passeriformes,,,,,,,,Calcariidae,,,,,Calcarius,,,,,Calcarius pictus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520309,2022-01-13 19:36:40 UTC,2022-01-13 19:36:40 UTC,Smith's Longspur
Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,,,Caliciales,,,,,,,,Caliciaceae,,,,,Calicium,,,,,Calicium adspersum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520310,2022-01-13 19:36:40 UTC,2022-01-13 19:36:40 UTC,
Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,,,Caliciales,,,,,,,,Caliciaceae,,,,,Calicium,,,,,Calicium glaucellum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92520311,2022-01-13 19:36:40 UTC,2022-01-13 19:36:40 UTC,white ring stubble lichen
